i	ID	dateofDecision	senateNumber	chamberNumberCitation	chamberNumberText	judgesFromText_raw	judgesFromText	judgesFromCitation	link
4231	4231	2BvR1711/00	26.10.2000	2	1	1	 die Richter Sommer Broß die Richterin Osterloh  	Sommer, Broß, Osterloh	Sommer, Broß, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/10/rk20001026_2bvr171100.html;jsessionid=38FE7DA510AF7AF08BA12845E5861911.2_cid392
4232	4232	2BvR1898/97	23.01.1998	2	3	3	 Präsidentin Limbach die Richterin Graßhof den Richter Kirchhof  	Limbach, Graßhof, Kirchhof	Limbach, Kirchhof, Graßhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/01/rk19980123_2bvr189897.html;jsessionid=42C060C44CA609CAF1327AAF2C061D84.2_cid394
4233	4233	2BvR2550/09	08.02.2010	2	3	3	 den Vizepräsidenten Voßkuhle den Richter Mellinghoff die Richterin Lübbe-Wolff  	Voßkuhle, Mellinghoff, Lübbe-Wolff	Voßkuhle, Mellinghoff, Lübbe-Wolff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100208_2bvr255009.html;jsessionid=5D615F9608C7ED505656A6492C468264.2_cid361
4234	4234	1BvR492/04	29.03.2004	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040329_1bvr049204.html;jsessionid=258F7D1516365F4CCB314739BC0649D6.2_cid393
4235	4235	1BvR151/99	24.07.2000	1	3	3	 den Vizepräsidenten Papier die Richterinnen Haas Hohmann-Dennhardt  	Papier, Haas, Hohmann-Dennhardt	Papier, Haas, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/07/rk20000724_1bvr015199.html;jsessionid=D4AD9B61D4474C4C6C5EB8A9B13A7804.2_cid393
4236	4236	1BvR680/02	17.04.2002	1	1	1	 den Richter Steiner die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Steiner, Hohmann-Dennhardt, Hoffmann-Riem	Steiner, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/04/rk20020417_1bvr068002.html;jsessionid=D82BA92D67E120C60DABF45EE1580AA1.2_cid392
4237	4237	1BvL14/07	07.02.2012	1	NA	NA	 Vizepräsident Kirchhof Gaier Eichberger Schluckebier Masing Paulus Baer Britz  	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/02/ls20120207_1bvl001407.html;jsessionid=EFBD61370577F139CF7920D0E16164D5.2_cid361
4238	4238	2BvR1056/04	23.07.2004	2	2	NA	 die Richter Jentsch Broß die Richterin Lübbe-Wolff  	Jentsch, Broß, Lübbe-Wolff	Jentsch, Broß, Lübbe-Wolff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/07/rk20040723_2bvr105604.html;jsessionid=9554C29B9B4590BB0BA796A500F631F7.2_cid393
4239	4239	2BvR556/11	13.10.2011	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Huber  	Mellinghoff, Lübbe-Wolff, Huber	Mellinghoff, Lübbe-Wolff, Huber	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/10/rk20111013_2bvr055611.html;jsessionid=5C03CA097DA877A4E52A8F579ADBC0FF.2_cid394
4240	4240	1BvR1680/03	20.11.2003	1	1	1	 den Präsidenten Papier die Richterin Haas den Richter Hoffmann-Riem  	Papier, Haas, Hoffmann-Riem	Papier, Haas, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/11/rk20031120_1bvr168003.html;jsessionid=63E1B4881D175B458DF2D39A794CDB39.2_cid370
4241	4241	1BvR730/13	18.03.2013	1	NA	2	 die Richter Gaier Schluckebier Paulus  	Gaier, Schluckebier, Paulus	Gaier, Schluckebier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/03/rk20130318_1bvr073013.html;jsessionid=AE1187A8DCEA2D7DDA0487A73ECF8434.2_cid370
4242	4242	1BvR165/09	24.02.2009	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/02/rk20090224_1bvr016509.html;jsessionid=8D60BC7CBD2F5196C92A8C7CA855321B.2_cid383
4243	4243	1BvR580/95	11.12.2000	1	3	3	 den Vizepräsidenten Papier die Richterinnen Haas Hohmann-Dennhardt  	Papier, Haas, Hohmann-Dennhardt	Papier, Haas, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/12/rk20001211_1bvr058095.html;jsessionid=A7A83C8128ACD0340FAF54C5FEAC90B5.2_cid392
4244	4244	1BvR2004/10	16.01.2013	1	1	1	 den Vizepräsidenten Kirchhof den Richter Eichberger die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/01/rk20130116_1bvr200410.html;jsessionid=AECA6E57ADB515DC0E95075D981CD84F.2_cid392
4245	4245	1BvR2733/041BvR2782/04	01.10.2008	1	1	1	 Präsidenten Papier die Richter Eichberger Masing  	Papier, Eichberger, Masing	Papier, Eichberger, Masing	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/10/rk20081001_1bvr273304.html;jsessionid=D210E2E3D3EBBB8EB7D62785510B0C31.2_cid394
4246	4246	1BvR1713/96	30.01.1998	1	1	1	 Vizepräsidenten Seidl die Richter Grimm Hömig  	Seidl, Grimm, Hömig	Seidl, Grimm, Hömig	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/01/rk19980130_1bvr171396.html;jsessionid=092ECB9DA1A61C105D59CE71D134F57D.2_cid393
4247	4247	1BvR2016/01	25.02.2004	1	3	NA	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/02/rk20040225_1bvr201601.html;jsessionid=FA8427CAE5D3130A374CE1C6ED7EA553.2_cid361
4248	4248	1BvR1154/10	04.12.2013	1	1	1	 den Vizepräsidenten Kirchhof den Richter Eichberger die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/12/rk20131204_1bvr115410.html;jsessionid=D7CD76039F23C1C7143C2B985AAF68ED.2_cid394
4249	4249	2BvE1/10	24.02.2011	2	NA	NA	 Präsident Voßkuhle Di Fabio Mellinghoff Lübbe-Wolff Gerhardt Landau Huber Hermanns  	Voßkuhle, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns	Voßkuhle, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/02/es20110224_2bve000110.html;jsessionid=6072AFC7038BCEF9AB27948B90B3AA54.2_cid392
4250	4250	1BvR2246/99	23.02.2001	1	NA	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/02/rk20010223_1bvr224699.html;jsessionid=79EE152CAADFCC67B30A432BF7EF857B.2_cid394
4251	4251	1BvR1161/03	06.09.2005	1	3	NA	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/09/rk20050906_1bvr116103.html;jsessionid=B0D5A2BDB7BAA98A9362AEE213BE6BB3.2_cid370
4252	4252	1BvR282/01	18.03.2008	1	1	1	 den Präsidenten Papier   die Richter Hoffmann-Riem   Eichberger  	Papier, Hoffmann-Riem, Eichberger	Papier, Hoffmann-Riem, Eichberger	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/03/rk20080318_1bvr028201.html;jsessionid=9302B7D26FC18AF60523567A9FEC5F58.2_cid361
4253	4253	1BvR1906/97	01.08.2001	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010801_1bvr190697.html;jsessionid=B18087CB825D0EE7CC53E3AD29240D61.2_cid370
4254	4254	1BvR1542/06	09.12.2009	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/12/rk20091209_1bvr154206.html;jsessionid=77945ED59FC72C23FFFAA9DD3BB6145B.2_cid361
4255	4255	2BvM6/032BvM7/032BvM8/03	08.03.2007	2	NA	NA	 Vizepräsident Hassemer Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt Landau  	Hassemer, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	Hassemer, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/03/ms20070308_2bvm000603.html;jsessionid=52EA15E37A1AA6820453982DE30BDAD1.2_cid392
4256	4256	1BvR390/09	26.02.2009	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/02/rk20090226_1bvr039009.html;jsessionid=DE2DE7A6B30E76FF36CB2125BC59788F.2_cid393
4257	4257	1BvQ14/06	10.05.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/05/qk20060510_1bvq001406.html;jsessionid=AAB427B8027D169F85C4A015511C0733.2_cid370
4258	4258	1BvR440/11	16.08.2011	1	2	2	 die Richter Gaier Paulus die Richterin Britz  	Gaier, Paulus, Britz	Gaier, Paulus, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/08/rk20110816_1bvr044011.html;jsessionid=CF1875C6802337620487F2DB07260CCC.2_cid394
4259	4259	1BvR258/04	09.07.2004	1	3	NA	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/07/rk20040709_1bvr025804.html;jsessionid=47019BA50C43CD2127BFE18D256096A0.2_cid393
4260	4260	2BvE1/00	24.01.2001	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh Di Fabio  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/01/es20010124_2bve000100.html;jsessionid=12F29128D76CFE22CC9E20114E5C6649.2_cid394
4261	4261	2BvR2374/10	19.04.2011	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Huber  	Mellinghoff, Lübbe-Wolff, Huber	Mellinghoff, Lübbe-Wolff, Huber	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/04/rk20110419_2bvr237410.html;jsessionid=B90036CC1DF4004E54AECFF2307C4278.2_cid383
4262	4262	1BvR525/04	31.03.2004	1	2	2	 Richterin Jaeger   die Richter Hömig   Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040331_1bvr052504.html;jsessionid=258F7D1516365F4CCB314739BC0649D6.2_cid393
4263	4263	1BvR3237/08	14.11.2012	1	3	3	 die Richter Gaier Schluckebier die Richterin Baer  	Gaier, Schluckebier, Baer	Gaier, Schluckebier, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/rk20121114_1bvr323708.html;jsessionid=9CB799E67AC00F933DE19DA3E0F0B873.2_cid370
4264	4264	2BvR2506/09	26.03.2010	2	1	1	 die Richterin Osterloh die Richter Mellinghoff Gerhardt  	Osterloh, Mellinghoff, Gerhardt	Osterloh, Mellinghoff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/03/rk20100326_2bvr250609.html;jsessionid=5BB835DDF2DD87D3B9C7706ED319E061.2_cid383
4265	4265	1BvR1126/11	25.01.2014	1	1	1	 den Vizepräsidenten Kirchhof den Richter Eichberger die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/01/rk20140125_1bvr112611.html;jsessionid=6B1E842AAD4171DB464C4CAB7DAD1D73.2_cid393
4266	4266	2BvR1118/01	14.11.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/11/rk20011114_2bvr111801.html;jsessionid=2CAE11F22B9E1B362A01D0D133EA98CA.2_cid383
4267	4267	2BvR1305/96	29.09.2000	2	4	4	 die Richterin Präsidentin Limbach die Richter Jentsch Di Fabio  	Limbach, Jentsch, Di Fabio	Limbach, Jentsch, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/09/rk20000929_2bvr130596.html;jsessionid=465235E7A8872EFAB632D015768ACE00.2_cid361
4268	4268	1BvR1290/05	19.06.2007	1	3	3	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/06/rk20070619_1bvr129005.html;jsessionid=B2EC19B89D8AF08512724B159718D074.2_cid394
4269	4269	1BvR2326/07	09.03.2011	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/03/rk20110309_1bvr232607.html;jsessionid=50F91E4FF539A4ECC579B98A5E1F6B57.2_cid393
4270	4270	2BvR1953/95	17.06.1999	2	NA	NA	 Präsidentin Limbach der Richter Kirchhof Sommer Jentsch Hassemer Broß der Richterin Osterloh  	Limbach, Kirchhof, Sommer, Jentsch, Hassemer, Broß, Osterloh	Limbach, Kirchhof, Sommer, , , Jentsch, Hassemer, Broß, , , , Osterloh, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/06/rs19990617_2bvr195395.html;jsessionid=0FE39A7E9DEC5C88EB947CC11FF749CE.2_cid383
4271	4271	2BvR987/10	07.05.2010	2	NA	NA	 Präsident Voßkuhle Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt Landau  	Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	Voßkuhle, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/05/rs20100507_2bvr098710.html;jsessionid=DDEF9805FF97330D971C70D8E60280FA.2_cid370
4272	4272	1BvR2615/04	30.06.2005	1	3	NA	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/06/rk20050630_1bvr261504.html;jsessionid=C3193CC963302E14828CEB71501AE8DA.2_cid383
4273	4273	2BvR3024/14	27.05.2015	2	3	3	 die Richter Huber   Müller   Maidowski  	Huber, Müller, Maidowski	Huber, Müller, Maidowski	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/05/rk20150527_2bvr302414.html;jsessionid=0B1F08F8152FD4773BA3A340FB471CB3.2_cid394
4274	4274	2BvE5/05	23.08.2005	2	NA	NA	 Vizepräsident Hassemer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt  	Hassemer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt	Hassemer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/08/es20050823_2bve000505.html;jsessionid=36A0DAE57164033182B7ABCBC7E2FDDB.2_cid383
4275	4275	2BvR1098/01	21.08.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010821_2bvr109801.html;jsessionid=A3A45206CD447D2B760C06E246207FAF.2_cid370
4276	4276	1BvR1147/01	08.01.2002	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/01/rk20020108_1bvr114701.html;jsessionid=518ABEB2F6ADAD10A0FE51BEA7661AFB.2_cid361
4277	4277	1BvR577/13	19.08.2013	1	2	2	 die Richter Gaier Schluckebier Paulus  	Gaier, Schluckebier, Paulus	Gaier, Schluckebier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/08/rk20130819_1bvr057713.html;jsessionid=04D2B8A83AD83848AF5AFD06C0CB29DA.2_cid393
4278	4278	1BvR2781/13Vz11/14	20.08.2015	NA	NA	NA	 durch die Richter Landau   Schluckebier   Paulus   Maidowski  	Landau, Schluckebier, Paulus, Maidowski	Landau, Schluckebier, Paulus, Maidowski	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/08/vb20150820_vz001114.html;jsessionid=04D538A18A65A7BCBC346954028EEB4D.2_cid361
4279	4279	1BvR264/951BvR829/931BvR1836/93	01.09.1999	1	2	2	 Richter Kühling die Richterin Jaeger den Richter Steiner  	Kühling, Jaeger, Steiner	Kühling, Jaeger, Steiner	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/09/rk19990901_1bvr026495.html;jsessionid=067C753800FBFA3FE91554BF5AA2E2A0.2_cid392
4280	4280	2BvR2136/09	22.09.2009	2	2	2	 die Richter Broß Di Fabio Landau  	Broß, Di Fabio, Landau	Broß, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/09/rk20090922_2bvr213609.html;jsessionid=8B5581214659EF794EBD0B6739C1EFAA.2_cid393
4281	4281	2BvC22/96	14.01.1998	2	NA	NA	 	No names in the text	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/01/cs19980114_2bvc002296.html;jsessionid=42C060C44CA609CAF1327AAF2C061D84.2_cid394
4282	4282	1BvR2530/04	23.05.2006	1	NA	NA	 des Präsidenten Papier der Richterin Haas des Richters Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde Gaier Eichberger  	Papier, Haas, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier, Eichberger	Papier, Haas, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier, , Eichberger	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/05/rs20060523_1bvr253004.html;jsessionid=7878FDF26DB470C02C114424902F5A4B.2_cid392
4283	4283	2BvR157/03	30.06.2005	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/06/rk20050630_2bvr015703.html;jsessionid=2FA06F89FC454404B9F3F0086895686F.2_cid392
4284	4284	1BvR784/03	02.03.2004	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040302_1bvr078403.html;jsessionid=9F0CD05813579853E8471C5A83735761.2_cid392
4285	4285	2BvR527/02	30.09.2002	2	3	3	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/09/rk20020930_2bvr052702.html;jsessionid=1B78F163C31C80666279B69EEA44AC72.2_cid394
4286	4286	1BvR2389/06	20.02.2008	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/02/rk20080220_1bvr238906.html;jsessionid=5F4CE7269BD37D28D8BBDA844C113EDE.2_cid383
4287	4287	1BvQ35/06	24.11.2006	1	1	1	 den Präsidenten Papier die Richter Hoffmann-Riem Gaier  	Papier, Hoffmann-Riem, Gaier	Papier, Hoffmann-Riem, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/11/qk20061124_1bvq003506.html;jsessionid=E7E3FDB3ADF4B5024811AF8DA3157A18.2_cid392
4288	4288	1BvR366/15	25.06.2015	1	1	1	 den Vizepräsidenten Kirchhof   den Richter Eichberger   die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/06/rk20150625_1bvr036615.html;jsessionid=DA70AD290D674F783C6965D8EE7EB448.2_cid394
4289	4289	2BvR1368/98	04.07.1999	2	2	2	 Richterin Präsidentin Limbach die Richter Jentsch Hassemer  	Limbach, Jentsch, Hassemer	None	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/07/rk19990704_2bvr136898.html;jsessionid=E15014063C39A60832E880975FEF1A39.2_cid393
4290	4290	2BvR3051/14	17.02.2016	2	2	2	 den Richter Landau   die Richterinnen Kessal-Wulf   König  	Landau, Kessal-Wulf, König	Landau, Kessal-Wulf, König	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2016/02/rk20160217_2bvr305114.html;jsessionid=9F1C2A724B210D4842B8F60EA0166357.2_cid392
4291	4291	2BvR2113/11	06.10.2015	2	1	1	 den Präsidenten Voßkuhle   den Richter Landau   die Richterin Hermanns  	Voßkuhle, Landau, Hermanns	Voßkuhle, Landau, Hermanns	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/10/rk20151006_2bvr211311.html;jsessionid=303A0F4F82CB77074C1DC0AB09335599.2_cid394
4292	4292	2BvR36/00	04.10.2000	2	4	4	 die Richterin Präsidentin Limbach die Richter Jentsch Di Fabio  	Limbach, Jentsch, Di Fabio	Limbach, Jentsch, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/10/rk20001004_2bvr003600.html;jsessionid=465235E7A8872EFAB632D015768ACE00.2_cid361
4293	4293	2BvR1252/00	14.08.2000	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Broß  	Limbach, Hassemer, Broß	Limbach, Hassemer, Broß	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/08/rk20000814_2bvr125200.html;jsessionid=4D68FBB1C51606FAEFBD40E8E0BCE933.2_cid394
4294	4294	1BvR2400/15	28.10.2015	1	2	2	 die Richter Gaier   Schluckebier   Paulus  	Gaier, Schluckebier, Paulus	Gaier, Schluckebier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/10/rk20151028_1bvr240015.html;jsessionid=4C5A0C7FEA54A4C747FFD24DF4399C9E.2_cid383
4295	4295	1BvQ16/07	27.05.2007	1	1	1	 den Präsidenten Papier die Richter Hoffmann-Riem Gaier  	Papier, Hoffmann-Riem, Gaier	Papier, Hoffmann-Riem, Gaier, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/05/qk20070527_1bvq001607.html;jsessionid=1D28A2C3EFE2BC59E30C63667C1FF373.2_cid393
4296	4296	2BvR50/00	06.10.2000	2	1	1	 die Richter Sommer Broß die Richterin Osterloh  	Broß, Sommer, Osterloh	Sommer, Broß, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/10/rk20001006_2bvr005000.html;jsessionid=465235E7A8872EFAB632D015768ACE00.2_cid361
4297	4297	1BvR1465/05	18.07.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/07/rk20060718_1bvr146505.html;jsessionid=7AB0F1722F9C0F4409AA3E0455F19A68.2_cid393
